Paper title,Paper link,Year of publishing,Number of citations,Keywords,Relevant for study,Duplicate,Reviewer,Applicable/Non Applicable,Reason for choosing/ not choosing the research paper
How can we leverage persistent memory in cloud-native database systems?,https://par.nsf.gov/servlets/purl/10332575,2020,0,"""Optane"" ""Database""",Yes,,,,
Assise: Performance and availability via client-local {NVM} in a distributed file system,https://www.usenix.org/conference/osdi20/presentation/anderson,2020,83,"""Optane"" ""Database""",Yes,,,,
Motivating Next-Generation OS Physical Memory Management for Terabyte-Scale NVMMs,https://arxiv.org/abs/2310.03370,2023,0,"""Optane"" ""Database""",Yes,,,,
AutoPersist: an easy-to-use Java NVM framework based on reachability,https://dl.acm.org/doi/abs/10.1145/3314221.3314608,2019,56,"""Optane"" ""Database""",Yes,,,,
Optimizing both performance and tail latency for B+ tree on persistent memory,https://www.sciencedirect.com/science/article/pii/S1383762125000785,2025,0,"""Optane"" ""Database""",Yes,,,,
Boosting OLTP Performance with Per-Page Logging on NVDIMM,https://dl.acm.org/doi/abs/10.1145/3709667,2025,1,"""Optane"" ""Database""",Yes,,,,
Initial experience with 3D XPoint main memory,https://link.springer.com/article/10.1007/s10619-019-07277-8,2020,26,"""Optane"" ""Database""",Yes,,,,
Dash: Scalable hashing on persistent memory,https://arxiv.org/abs/2003.07302,2003,183,"""Optane"" ""Database""",No,,,,
Accelerating Cloud-Native Databases with Distributed PMem Stores,https://ieeexplore.ieee.org/abstract/document/10184639/,2023,2,"""Optane"" ""Database""",Yes,,,,
19th USENIX Conference on File and Storage Technologies (FAST'21),https://www.usenix.org/sites/default/files/fast21_full-proceedings.pdf,2021,0,"""Optane"" ""Database""",Yes,,,,
Adaptive query compilation in graph databases,https://link.springer.com/article/10.1007/s10619-023-07430-4,2023,10,"""Optane"" ""Database""",Yes,,,,
Page Table Management for Heterogeneous Memory Systems,https://arxiv.org/abs/2103.10779,2021,1,"""Optane"" ""Database""",Yes,,,,
PMLiteDB: Streamlining Access Paths for High-Performance Persistent Memory Document Database Systems,https://ieeexplore.ieee.org/abstract/document/9961942/,2022,3,"""Optane"" ""Database""",Yes,,,,
"Database Systems for Advanced Applications: 28th International Conference, DASFAA 2023, Tianjin, China, April 17–20, 2023, Proceedings, Part I",https://books.google.com/books?hl=en&lr=&id=9aG5EAAAQBAJ&oi=fnd&pg=PR5&dq=%27optane%27+%2B+%27database%27&ots=QKL-IdGtgd&sig=nrJY_CARfK3XSxj3hh0CkR64WmE,2023,4,"""Optane"" ""Database""",Yes,,,,
Accelerating Ceph with RDMA and NVMe-oF,https://openfabrics.org/images/2018workshop/presentations/206_HTang_AcceleratingCephRDMANVMe-oF.pdf,2018,4,"""Optane"" ""Database""",No,,,,
DAOS as HPC Storage: Exploring Interfaces,https://ieeexplore.ieee.org/abstract/document/10321870/,2023,4,"""Optane"" ""Database""",Yes,,,,
Chardonnay: Fast and general datacenter transactions for {On-Disk} databases,https://www.usenix.org/conference/osdi23/presentation/eldeeb,2023,9,"""Optane"" ""Database""",Yes,,,,
Hybrid Database Architecture of Molecular Databases Management Systems,https://www.researchgate.net/profile/Irfan-Abbas-3/publication/380855500_Hybrid_Database_Architecture_of_Molecular_Databases_Management_Systems/links/66519d520b0d284574584066/Hybrid-Database-Architecture-of-Molecular-Databases-Management-Systems.pdf,2020,0,"""Optane"" ""Database""",Yes,,,,
PFtree: Optimizing Persistent Adaptive Radix Tree for PM Systems on eADR Platform,https://link.springer.com/chapter/10.1007/978-3-031-30637-2_4,2023,1,"""Optane"" ""Database""",Yes,,,,
Redesigning high-performance lsm-based key-value stores with persistent cpu caches,https://ieeexplore.ieee.org/abstract/document/10184574/,2023,10,"""Optane"" ""Database""",Yes,,,,
Do we still need IO schedulers for low-latency disks?,https://dl.acm.org/doi/abs/10.1145/3599691.3603400,2023,11,"""Optane"" ""Database""",Yes,,,,
"Zebra: an efficient, RDMA-enabled distributed persistent memory file system",https://link.springer.com/chapter/10.1007/978-3-031-00123-9_28,2022,2,"""Optane"" ""Database""",Yes,,,,
Self-Driving Database Systems,https://linmagit.github.io/research.pdf,,0,"""Optane"" ""Database""",No,,,,
Reducing Transaction Processing Latency in Hardware Transactional Memory-based Database with Non-volatile Memory.,https://search.ebscohost.com/login.aspx?direct=true&profile=ehost&scope=site&authtype=crawler&jrnl=16737288&AN=157169278&h=v%2BogCT7u3E5CYZsCDpQ2iSmZUd55wuQBAKDrMrtINoXxOxFjRZgDUU8To%2Fr%2FpWlM%2B2O%2BTSg41Rq6%2BHBte0a7fQ%3D%3D&crl=c,2022,0,"""Optane"" ""Database""",Yes,,,,
Heterogeneous memory technologies in database management systems,https://www.db-thueringen.de/servlets/MCRFileNodeServlet/dbt_derivate_00064781/ilm1-2024000328.pdf,2024,0,"""Optane"" ""Database""",Yes,,,,
"{ScaleDB}: A Scalable, Asynchronous {In-Memory} Database",https://www.usenix.org/conference/osdi23/presentation/mehdi,2023,3,"""Optane"" ""Database""",Yes,,,,
DPTree: Differential indexing for persistent memory,https://dl.acm.org/doi/abs/10.14778/3372716.3372717,2019,94,"""Optane"" ""Database""",Yes,,,,
DimmStore: memory power optimization for database systems,https://dl.acm.org/doi/abs/10.14778/3342263.33422629,2019,15,"""Optane"" ""Database""",Yes,,,,
"1 „Representation and Curation of Knowledge Graphs with Embeddings “von Nitisha Jain, Hasso-Plattner-Institut an der Universität Potsdam, Oktober 2023",https://link.springer.com/article/10.1007/s13222-024-00465-6,,0,"""Optane"" ""Database""",No,,,,
Hybrid Databases Systems and Artificial Intelligent Monitoring Program,https://www.researchgate.net/profile/Shahzaib-Qumber-2/publication/326648685_Hybrid_Databases_Systems_and_Artificial_Intelligent_Monitoring_Program/links/5b5ae29d0f7e9bc79a6715cb/Hybrid-Databases-Systems-and-Artificial-Intelligent-Monitoring-Program,,0,"""Optane"" ""Database""",No,,,,
TLBtree: A read/write-optimized tree index for non-volatile memory,https://ieeexplore.ieee.org/abstract/document/9458817/,2021,20,"""Optane"" ""Database""",Yes,,,,
Characterizing non-volatile memory transactional systems,http://nvmw.ucsd.edu/nvmw2021-program/nvmw2021-data/nvmw2021-paper68-final_version_your_extended_abstract.pdf,,0,"""Optane"" ""Database""",No,,,,
Benchmarking specialized databases for high-frequency data,https://arxiv.org/abs/2301.12561,2023,5,"""Optane"" ""Database""",Yes,,,,
{OpenExpress}: Fully hardware automated open research framework for future fast {NVMe} devices,https://www.usenix.org/conference/atc20/presentation/jung,2020,30,"""Optane"" ""Database""",Yes,,,,
Poster: KDB: A Persistent Key-Value Data Store with Batch Updates and Snapshots,http://www.cs.put.poznan.pl/pawelw/pdf/middleware24b.pdf,2024,0,"""Optane"" ""Database""",Yes,,,,
[C] Automatic tiering for in-memory database systems,,2022,5,"""Optane"" ""Database""",Yes,,,,
Computation-in-Memory Accelerators for Secure Graph Database: Opportunities and Challenges,https://ieeexplore.ieee.org/abstract/document/9712502/,2022,0,"""Optane"" ""Database""",Yes,,,,
pmmeter: A microbenchmark for understanding synchronization cost on persistent memory,https://ieeexplore.ieee.org/abstract/document/10066607/,2023,1,"""Optane"" ""Database""",Yes,,,,
Optimizing memory-mapped {I/O} for fast storage devices,https://www.usenix.org/conference/atc20/presentation/papagiannis,2020,63,"""Optane"" ""Database""",Yes,,,,
RC-NVM: Enabling symmetric row and column memory accesses for in-memory databases,https://ieeexplore.ieee.org/abstract/document/8327034/,2018,28,"""Optane"" ""Database""",No,,,,
NVLog: an Elegant Approach to Integrate NVM,https://www.usenix.org/publications/loginonline/nvlog-elegant-approach-integrate-nvm,,0,"""Optane"" ""Database""",No,,,,
An efficient sorting algorithm for non-volatile memory,https://www.worldscientific.com/doi/abs/10.1142/S0218194021400143,2021,6,"""Optane"" ""Database""",Yes,,,,
NVCaracal: A Deterministic Database for Non-Volatile Main Memory,https://search.proquest.com/openview/3ff5d4176e41e61a87a142e644a6a8be/1?pq-origsite=gscholar&cbl=18750&diss=y,2022,1,"""Optane"" ""Database""",Yes,,,,
Power-optimized deployment of key-value stores using storage class memory,https://dl.acm.org/doi/abs/10.1145/3511905,2022,12,"""Optane"" ""Database""",Yes,,,,
Benchmarking recoverable mutex locks,https://dl.acm.org/doi/abs/10.1145/3350755.3400269,2020,4,"""Optane"" ""Database""",Yes,,,,
Pm-based persistent key value stores: a survey,https://ieeexplore.ieee.org/abstract/document/9943868/,2022,3,"""Optane"" ""Database""",Yes,,,,
Understanding and Optimizing Large-scale Plasma Simulations on Persistent Memory-based Systems,http://www.pasalabs.org/papers/2020/IPDPS21_WarpX_Optane.pdf,,0,"""Optane"" ""Database""",No,,,,
Non-volatile memory database management systems,https://books.google.com/books?hl=en&lr=&id=386HDwAAQBAJ&oi=fnd&pg=PP2&dq=%27optane%27+%2B+%27database%27&ots=jnaM-jpcsg&sig=E-CEksg9ImTk-fgp5L-FXhtNY2k,2019,20,"""Optane"" ""Database""",Yes,,,,
Optimizing B+-tree for hybrid memory with in-node hotspot cache and eADR awareness,https://link.springer.com/article/10.1007/s11704-023-3344-x,2024,4,"""Optane"" ""Database""",Yes,,,,
Redis-based full-text search extensions for relational databases,https://link.springer.com/article/10.1007/s13042-024-02160-0,2024,1,"""Optane"" ""Database""",Yes,,,,
A LLC-Friendly LSM-tree,https://ieeexplore.ieee.org/abstract/document/10631124/,2024,0,"""Optane"" ""Database""",Yes,,,,
Integrating a Smart Storage Engine into a Database System,https://www.research-collection.ethz.ch/bitstream/handle/20.500.11850/627505/1/Zorca_Mihai.pdf,2023,0,"""Optane"" ""Database""",Yes,,,,
LazyDB: I/O Optimization of Blockchain Storage System Based on Non-Volatile Memory,https://ieeexplore.ieee.org/abstract/document/10235363/,2023,0,"""Optane"" ""Database""",Yes,,,,
On Usage of Non-Volatile Memory as Primary Storage for Database Management Systems,https://arxiv.org/abs/2502.09431,2025,0,"""Optane"" ""Database""",Yes,,,,
Improving Main-memory Database System Performance through Cooperative Multitasking,https://infoscience.epfl.ch/entities/publication/c38aef1e-2265-4b48-aa48-6ce8b588f47c,2019,0,"""Optane"" ""Database""",Yes,,,,
A performance evaluation of DRAM access for in-memory databases,https://ieeexplore.ieee.org/abstract/document/9590497/,2021,6,"""Optane"" ""Database""",Yes,,,,
LiveGraph: A transactional graph storage system with purely sequential adjacency list scans,https://arxiv.org/abs/1910.05773,2019,94,"""Optane"" ""Database""",Yes,,,,
Database Drivers,https://link.springer.com/chapter/10.1007/978-1-4842-9711-7_5,2023,0,"""Optane"" ""Database""",Yes,,,,
An investigation of performance problems with msync () system calls on filesystem DAX,https://dl.acm.org/doi/abs/10.1145/3456727.3463831,2021,0,"""Optane"" ""Database""",Yes,,,,
Don't forget the NVDIMM-N: The Performance Evaluation on NVDIMM-N and DCPMM,https://www.dbpia.co.kr/Journal/articleDetail?nodeId=NODE11113254,2022,0,"""Optane"" ""Database""",Yes,,,,
FlyDB: Query Optimization of Blockchain System Based on Hybrid Storage Architecture,https://ieeexplore.ieee.org/abstract/document/10212824/,2023,1,"""Optane"" ""Database""",Yes,,,,
Hyperkv: a high performance concurrent key-value store for persistent memory,https://ieeexplore.ieee.org/abstract/document/9644903/,2021,1,"""Optane"" ""Database""",Yes,,,,
NV-QALSH: An NVM-optimized implementation of query-aware locality-sensitive hashing,https://link.springer.com/chapter/10.1007/978-3-030-86475-0_6,2021,4,"""Optane"" ""Database""",Yes,,,,
"Studies on the energy and deep memory behaviour of a cache-oblivious, task-based hyperbolic PDE solver",https://journals.sagepub.com/doi/abs/10.1177/1094342019842645,2019,20,"""Optane"" ""Database""",Yes,,,,
Improving performance of flash based {Key-Value} stores using storage class memory as a volatile memory extension,https://www.usenix.org/conference/atc21/presentation/kassa,2021,50,"""Optane"" ""Database""",Yes,,,,
Assise: Performance and Availability via Client-local NVM in a Distributed File System Thomas E. Anderson1 Marco Canini2 Jongyul Kim3 Dejan Kostic4 Youngjin …,https://sands.kaust.edu.sa/papers/assise.osdi20.pdf,,0,"""Optane"" ""Database""",No,,,,
[CITATION] Persistent memory in database systems,,2022,1,"""Optane"" ""Database""",Yes,,,,
A support for Persistent Memory in Java,https://theses.hal.science/tel-04161004/,2023,1,"""Optane"" ""Database""",Yes,,,,
Adaptive update handling for graph HTAP,https://link.springer.com/article/10.1007/s10619-023-07428-y,2023,8,"""Optane"" ""Database""",Yes,,,,
Evaluating Persistent Memory Range Indexes: Part Two [Extended Version],https://arxiv.org/abs/2201.13047,2022,1,"""Optane"" ""Database""",Yes,,,,
Kvell: the design and implementation of a fast persistent key-value store,https://dl.acm.org/doi/abs/10.1145/3341301.3359628,2019,187,"""Optane"" ""Database""",Yes,,,,
Efficient compactions between storage tiers with prismdb,https://dl.acm.org/doi/abs/10.1145/3582016.3582052,2023,7,"""Optane"" ""Database""",Yes,,,,
Workload-Driven Data Placement for Tierless In-Memory Database Systems,https://dl.gi.de/items/b878e72a-c9c4-410e-814b-5a6d158be075,2023,3,"""Optane"" ""Database""",Yes,,,,
What we can learn from persistent memory for cxl,https://dl.gi.de/items/ba3b1c7a-a5bc-4424-89fd-d4b8caa278a8,2023,11,"""Optane"" ""Database""",Yes,,,,
"Real-time analytics, hybrid transactional/analytical processing, in-memory data management, and non-volatile memory",https://ieeexplore.ieee.org/abstract/document/9394173/,2020,4,"""Optane"" ""Database""",Yes,,,,
NVM-based energy and cost efficient hpc clusters,https://dl.acm.org/doi/abs/10.1145/3488423.3519330,2025,3,"""Optane"" ""Database""",Yes,,,,
[C] Persistent memory-and shared cache architecture-based high-performance database,,2023,0,"""Optane"" ""Database""",Yes,,,,
Exploiting Directly-Attached NVMe Arrays in DBMS.,https://www.vldb.org/cidrdb/papers/2020/p16-haas-cidr20.pdf,2020,73,"""Optane"" ""Database""",Yes,,,,
Assise: Performance and Availability via Client-local NVM in a Distributed File System,https://wreda.github.io/papers/assise-osdi20.pdf,2020,0,"""Optane"" ""Database""",Yes,,,,
Hockey: A hybrid pmem-ssd storage engine for analytical database,https://dl.acm.org/doi/abs/10.1145/3511808.3557165,2022,1,"""Optane"" ""Database""",Yes,,,,
Analysis of Interference between RDMA and Local Access on Hybrid Memory System,https://arxiv.org/abs/2008.12501,2008,0,"""Optane"" ""Database""",No,,,,
Prism: Optimizing key-value store for modern heterogeneous storage devices,https://dl.acm.org/doi/abs/10.1145/3575693.3575722,2023,22,"""Optane"" ""Database""",Yes,,,,
Cori: Dancing to the right beat of periodic data movements over hybrid memory systems,https://ieeexplore.ieee.org/abstract/document/9460495/,2021,31,"""Optane"" ""Database""",Yes,,,,
Bridging the latency gap between NVM and DRAM for latency-bound operations,https://dl.acm.org/doi/abs/10.1145/3329785.3329917,2019,51,"""Optane"" ""Database""",Yes,,,,
Maximizing persistent memory bandwidth utilization for OLAP workloads,https://dl.acm.org/doi/abs/10.1145/3448016.3457292,2021,73,"""Optane"" ""Database""",Yes,,,,
Benchmarking Hardware Options,https://link.springer.com/chapter/10.1007/978-1-4842-4008-3_6,2018,0,"""Optane"" ""Database""",No,,,,
NVSwap: Latency-Aware Paging using Non-Volatile Main Memory,https://ieeexplore.ieee.org/abstract/document/9605418/,2021,0,"""Optane"" ""Database""",Yes,,,,
[C] Efficient Migrations Between Storage Tiers with PrismDB,,,0,"""Optane"" ""Database""",No,,,,
Reh: redesigning extendible hashing for commercial non-volatile memory,https://ieeexplore.ieee.org/abstract/document/9774546/,2022,3,"""Optane"" ""Database""",Yes,,,,
In-Memory vs. Persistent Storage in High-Volume Transaction Systems,https://www.researchgate.net/profile/Israel-Chandra-Aarush/publication/391773342_In-Memory_vs_Persistent_Storage_in_High-Volume_Transaction_Systems/links/6826546abe1b507dce8b746a/In-Memory-vs-Persistent-Storage-in-High-Volume-Transaction-Systems.pdf,,0,"""Optane"" ""Database""",No,,,,
Towards persistent memory based stateful serverless computing for big data applications,https://people.cs.vt.edu/lyuze/files/pm_serverless.pdf,2023,1,"""Optane"" ""Database""",Yes,,,,
An Experimental Analysis of the Use of Different Storage Technologies on a Relational DBMS,https://periodicos.ufmg.br/index.php/jidm/article/view/24843,2020,0,"""Optane"" ""Database""",Yes,,,,
Indexing on Non-volatile Memory,https://link.springer.com/content/pdf/10.1007/978-3-031-47627-3.pdf,2023,4,"""Optane"" ""Database""",Yes,,,,
25 Years of Storage Research and Education: A Retrospective.,https://www.usenix.org/system/files/fast22-slides-keynote-aparci-dusseau.pdf,2022,0,"""Optane"" ""Database""",Yes,,,,
{SplitKV}: Splitting {IO} Paths for Different Sized {Key-Value} Items with Advanced Storage Devices,https://www.usenix.org/conference/hotstorage20/presentation/han,2020,18,"""Optane"" ""Database""",Yes,,,,
Ziggurat: A tiered file system for {Non-Volatile} main memories and disks,https://www.usenix.org/conference/fast19/presentation/zheng,2019,141,"""Optane"" ""Database""",Yes,,,,
Toward securing the integrity of memory storage devices: classification of solid-state drives using power-based side-channel analysis,https://link.springer.com/article/10.1007/s11227-025-07180-3,2025,0,"""Optane"" ""Database""",Yes,,,,
BPF for storage: an exokernel-inspired approach,https://dl.acm.org/doi/abs/10.1145/3458336.3465290,2021,32,"""Optane"" ""Database""",Yes,,,,
"A survey of LSM-Tree based Indexes, Data Systems and KV-stores",https://ieeexplore.ieee.org/abstract/document/10482249/,2024,1,"""Optane"" ""Database""",Yes,,,,
Emerging usage and evaluation of low latency FLASH,https://ieeexplore.ieee.org/abstract/document/9108145/,2020,12,"""Optane"" ""Database""",Yes,,,,
The Storage Architecture of Intel's Data Management Platform ({{DMP}}),https://www.usenix.org/conference/vault19/presentation/cohen,2019,0,"""Optane"" ""Database""",Yes,,,,
Accelerating In Situ Analysis using Non-volatile Memory,https://dl.acm.org/doi/abs/10.1145/3624062.3624176,2023,1,"""Optane"" ""Database""",Yes,,,,
The evolving role of storage-class memory in servers and large systems,https://www.sciencedirect.com/science/article/pii/B9780128207581000029,2022,1,"""Optane"" ""Database""",Yes,,,,
Demystifying the performance of hpc scientific applications on nvm-based memory systems,https://ieeexplore.ieee.org/abstract/document/9139816/,2020,26,"""Optane"" ""Database""",Yes,,,,
Redesigning Data and Metadata Updates in PM File Systems with Persistent CPU Caches,https://link.springer.com/chapter/10.1007/978-981-97-5572-1_33,2024,1,"""Optane"" ""Database""",Yes,,,,
An architecture of MySQL storage engines to increase the resource utilization,https://ieeexplore.ieee.org/abstract/document/9900616/,2022,17,"""Optane"" ""Database""",Yes,,,,
Analyzing I/O Characteristics of Time-Series Data Using High Performance Storage Devices,https://ieeexplore.ieee.org/abstract/document/10305082/,2023,0,"""Optane"" ""Database""",Yes,,,,
Introduction to Huawei Cloud Database GaussDB,https://link.springer.com/chapter/10.1007/978-981-19-3032-4_8,2022,0,"""Optane"" ""Database""",Yes,,,,
"Self-Driving Database Management Systems: Forecasting, Modeling, and Planning",http://reports-archive.adm.cs.cmu.edu/anon/anon/2021/CMU-CS-21-134.pdf,2021,3,"""Optane"" ""Database""",Yes,,,,
Comparative Evaluation of Asynchronous IO Interface between io_uring and libaio implemented in a NoSQL DB for SSDs,https://ipsj.ixsq.nii.ac.jp/ej/?action=pages_view_main&active_action=repository_view_main_item_detail&item_id=204972&item_no=1&page_id=13&block_id=8,2020,0,"""Optane"" ""Database""",Yes,,,,
Practical Persistent Multi-word Compare-and-Swap Algorithms for Many-core CPUs,https://www.jstage.jst.go.jp/article/ipsjjip/32/0/32_1003/_article/-char/ja/,2024,0,"""Optane"" ""Database""",Yes,,,,
Optimizing adaptive radix trees for NVM-based hybrid memory architecture,https://ieeexplore.ieee.org/abstract/document/9378180/,2020,3,"""Optane"" ""Database""",Yes,,,,
From flash to 3D XPoint: Performance bottlenecks and potentials in RocksDB with storage evolution,https://ieeexplore.ieee.org/abstract/document/9238622/,2020,14,"""Optane"" ""Database""",Yes,,,,
Evaluating intel 3d-xpoint nvdimm persistent memory in the context of a key-value store,https://ieeexplore.ieee.org/abstract/document/9238605/,2020,6,"""Optane"" ""Database""",Yes,,,,
Challenges and Considerations in Data Recovery from Solid State Media: A Comparative Analysis with Traditional Devices,https://ieeexplore.ieee.org/abstract/document/10538524/,2023,0,"""Optane"" ""Database""",Yes,,,,
Muhammad Attahir Jibril,https://edbt2021proceedings.github.io/docs/p67.pdf,2021,0,"""Optane"" ""Database""",Yes,,,,
A New IoT Storage System Based on Raw NVM,https://ieeexplore.ieee.org/abstract/document/10020847/,2022,2,"""Optane"" ""Database""",Yes,,,,
"Reducing the Footprint of Main Memory HTAP Systems: Removing, Compressing, Tiering, and Ignoring Data.",https://ceur-ws.org/Vol-2175/paper10.pdf,2018,4,"""Optane"" ""Database""",No,,,,
Plush: A write-optimized persistent log-structured hash-table,https://dl.acm.org/doi/abs/10.14778/3551793.3551839,2022,27,"""Optane"" ""Database""",Yes,,,,
Efficient atomic durability on eADR-enabled persistent memory,https://dl.acm.org/doi/abs/10.1145/3559009.3569676,2022,4,"""Optane"" ""Database""",Yes,,,,
Performance Analysis of Real-Time Big Data Search Platform Based on High-Capacity Persistent Memory,https://koreascience.kr/article/JAKO202325443300107.page,2023,2,"""Optane"" ""Database""",Yes,,,,
"{ArchTM}:{Architecture-Aware}, high performance transaction for persistent memory",https://www.usenix.org/conference/fast21/presentation/wu-kai,2021,31,"""Optane"" ""Database""",Yes,,,,
Data structure primitives on persistent memory: an evaluation,https://dl.acm.org/doi/abs/10.1145/3399666.3399900,2020,23,"""Optane"" ""Database""",Yes,,,,
Snapshotting Mechanisms for Persistent Memory-Mapped Files,https://dl.acm.org/doi/abs/10.1145/3663338.3665832,2024,0,"""Optane"" ""Database""",Yes,,,,
Architecting ddr5 dram caches for non-volatile memory systems,https://dl.acm.org/doi/abs/10.1145/3489517.3530570,2022,3,"""Optane"" ""Database""",Yes,,,,
An overview of computer memory systems and emerging trends,https://www.researchgate.net/profile/Victor-Gbedawo/publication/375497329_An_Overview_of_Computer_Memory_Systems_and_Emerging_Trends/links/654cb454ce88b87031d7a31e/An-Overview-of-Computer-Memory-Systems-and-Emerging-Trends.pdf,2023,6,"""Optane"" ""Database""",Yes,,,,
How does updatable learned index perform on non-volatile main memory?,https://ieeexplore.ieee.org/abstract/document/9438717/,2021,10,"""Optane"" ""Database""",Yes,,,,
NAND flash memory and its place in IoT,https://ieeexplore.ieee.org/abstract/document/9467859/,2021,18,"""Optane"" ""Database""",Yes,,,,
A Framework for Managing Heterogeneous Memory for Large Scale Machine Learning Workloads,https://search.proquest.com/openview/7fe6bb932a493abadd55a6f850efacf5/1?pq-origsite=gscholar&cbl=18750&diss=y,2022,0,"""Optane"" ""Database""",Yes,,,,
Efficient and atomic-durable persistent memory through in-pm hybrid logging,https://ieeexplore.ieee.org/abstract/document/9898581/,2022,2,"""Optane"" ""Database""",Yes,,,,
EHS: An Efficient Hashing Scheme for Persistent Memory,https://dl.acm.org/doi/abs/10.1145/3555776.3577850,2023,0,"""Optane"" ""Database""",Yes,,,,
"Database Systems for Advanced Applications: 26th International Conference, DASFAA 2021, Taipei, Taiwan, April 11–14, 2021, Proceedings, Part I",https://books.google.com/books?hl=en&lr=&id=-9MnEAAAQBAJ&oi=fnd&pg=PR5&dq=%27optane%27+%2B+%27database%27&ots=PNXcG3ygyf&sig=eov9BZpaXrW7dHsQ_3R7ZZrcmFc,2021,3,"""Optane"" ""Database""",Yes,,,,
An LSM Tree Augmented with B+ Tree on Nonvolatile Memory,https://dl.acm.org/doi/abs/10.1145/3633475,2024,1,"""Optane"" ""Database""",Yes,,,,
PLIS: Persistent Learned Index for Strings,https://link.springer.com/chapter/10.1007/978-981-97-7707-5_22,2024,0,"""Optane"" ""Database""",Yes,,,,
Benchmarking in-memory database,https://link.springer.com/article/10.1007/s11704-016-5366-0,2016,4,"""Optane"" ""Database""",No,,,,
A study of R-Tree performance in hybrid flash/3DXPoint storage,https://ieeexplore.ieee.org/abstract/document/8900716/,2019,9,"""Optane"" ""Database""",Yes,,,,
