Paper title,Paper link,Year of publishing,Number of citations,Keywords,Relevant for study,Duplicate,Reviewer,Applicable/Non Applicable,Reason for choosing/ not choosing the research paper
Memory Management and Data Synchronization in Parallel Computing: Reducing System Failures in HPC,https://www.researchgate.net/profile/Taylor-Smith-99/publication/389688603_Memory_Management_and_Data_Synchronization_in_Parallel_Computing_Reducing_System_Failures_in_HPC/links/67cda48e7c5b5569dcb9082a/Memory-Management-and-Data-Synchronization-in-Parallel-Computing-Reducing-System-Failures-in-HPC.pdf,2021,0,"""Optane"" ""High+Performance+Computing""",Yes,,,,
Optimizing hybrid access virtual memory system using scm/dram unified memory management unit,https://sc19.supercomputing.org/proceedings/tech_poster/poster_files/rpost116s2-file3.pdf,2019,2,"""Optane"" ""High+Performance+Computing""",Yes,,,,
Using intel optane devices for in-situ data staging in hpc workflows,https://arxiv.org/abs/1807.09651,2018,2,"""Optane"" ""High+Performance+Computing""",No,,,,
BPTree: An optimized index with batch persistence on optane DC PM,https://link.springer.com/chapter/10.1007/978-3-030-73200-4_32,2021,6,"""Optane"" ""High+Performance+Computing""",Yes,,,,
Mdev-nvme: Mediated pass-through nvme virtualization solution with adaptive polling,https://ieeexplore.ieee.org/abstract/document/9298840/,2020,8,"""Optane"" ""High+Performance+Computing""",Yes,,,,
CIDR: A cost-effective in-line data reduction system for terabit-per-second scale SSD arrays,https://ieeexplore.ieee.org/abstract/document/8675249/,2019,38,"""Optane"" ""High+Performance+Computing""",Yes,,,,
UMap: An application-oriented user level memory mapping library,https://journals.sagepub.com/doi/abs/10.1177/10943420241303145,2025,0,"""Optane"" ""High+Performance+Computing""",Yes,,,,
Structure and Features of the Software and Information Environment of the HybriLIT Heterogeneous Platform,https://link.springer.com/chapter/10.1007/978-3-031-80853-1_33,2024,0,"""Optane"" ""High+Performance+Computing""",Yes,,,,
Rethinking key-value store for byte-addressable optane persistent memory,https://dl.acm.org/doi/abs/10.1145/3489517.3530535,2022,3,"""Optane"" ""High+Performance+Computing""",Yes,,,,
The effect of non volatile memory on a distributed storage system,https://ieeexplore.ieee.org/abstract/document/8291857/,2017,7,"""Optane"" ""High+Performance+Computing""",No,,,,
Bbb: Simplifying persistent programming using battery-backed buffers,https://ieeexplore.ieee.org/abstract/document/9407087/,2021,52,"""Optane"" ""High+Performance+Computing""",Yes,,,,
Redesigning high-performance lsm-based key-value stores with persistent cpu caches,https://ieeexplore.ieee.org/abstract/document/10184574/,2023,10,"""Optane"" ""High+Performance+Computing""",Yes,,,,
A Scalable Parallel Computing Framework for Large-Scale Astrophysical Fluid Dynamics Numerical Simulation,https://ieeexplore.ieee.org/abstract/document/9029149/,2019,1,"""Optane"" ""High+Performance+Computing""",Yes,,,,
Online application guidance for heterogeneous memory systems,https://dl.acm.org/doi/abs/10.1145/3533855,2022,5,"""Optane"" ""High+Performance+Computing""",Yes,,,,
Towards fast crash-consistent cluster checkpointing,https://ieeexplore.ieee.org/abstract/document/9926330/,2022,2,"""Optane"" ""High+Performance+Computing""",Yes,,,,
Burger-tree: A three-layer cache-conscious tree index for persistent memory,https://ieeexplore.ieee.org/abstract/document/10074794/,2022,3,"""Optane"" ""High+Performance+Computing""",Yes,,,,
TPFS: a high-performance tiered file system for persistent memories and disks,https://dl.acm.org/doi/abs/10.1145/3580280,2023,9,"""Optane"" ""High+Performance+Computing""",Yes,,,,
Enhancing Metadata Transfer Efficiency: Unlocking the Potential of DAOS in the ADIOS context,https://dl.acm.org/doi/abs/10.1145/3624062.3624193,2023,3,"""Optane"" ""High+Performance+Computing""",Yes,,,,
Libcos: enabling converged HPC and cloud data stores with MPI,https://dl.acm.org/doi/abs/10.1145/3578178.3578236,2023,7,"""Optane"" ""High+Performance+Computing""",Yes,,,,
Demystifying the performance of hpc scientific applications on nvm-based memory systems,https://ieeexplore.ieee.org/abstract/document/9139816/,2020,26,"""Optane"" ""High+Performance+Computing""",Yes,,,,
Virtual coset coding for encrypted non-volatile memories with multi-level cells,https://ieeexplore.ieee.org/abstract/document/9773199/,2022,6,"""Optane"" ""High+Performance+Computing""",Yes,,,,
Freezing time emulating new and faster devices with virtual machines,https://link.springer.com/article/10.1007/s42514-020-00023-y,2020,0,"""Optane"" ""High+Performance+Computing""",Yes,,,,
Pactree: A high performance persistent range index using pac guidelines,https://dl.acm.org/doi/abs/10.1145/3477132.3483589,2021,95,"""Optane"" ""High+Performance+Computing""",Yes,,,,
Cascade lake: Next generation intel xeon scalable processor,https://ieeexplore.ieee.org/abstract/document/8641463/,2019,97,"""Optane"" ""High+Performance+Computing""",Yes,,,,
Lock-free high-performance hashing for persistent memory via PM-aware holistic optimization,https://dl.acm.org/doi/abs/10.1145/3561651,2022,5,"""Optane"" ""High+Performance+Computing""",Yes,,,,
Optimizing post-copy live migration with system-level checkpoint using fabric-attached memory,https://ieeexplore.ieee.org/abstract/document/8946189/,2019,20,"""Optane"" ""High+Performance+Computing""",Yes,,,,
Using bandwidth throttling to quantify application sensitivity to heterogeneous memory,https://ieeexplore.ieee.org/abstract/document/9651166/,2021,4,"""Optane"" ""High+Performance+Computing""",Yes,,,,
A survey on graphic processing unit computing for large‐scale data mining,https://wires.onlinelibrary.wiley.com/doi/abs/10.1002/widm.1232,2018,154,"""Optane"" ""High+Performance+Computing""",No,,,,
Numa-aware thread migration for high performance nvmm file systems,https://msstconference.org/MSST-history/2020/Papers/16.NUMAaware.pdf,2020,12,"""Optane"" ""High+Performance+Computing""",Yes,,,,
RC-NVM: Enabling symmetric row and column memory accesses for in-memory databases,https://ieeexplore.ieee.org/abstract/document/8327034/,2018,28,"""Optane"" ""High+Performance+Computing""",No,,,,
A quantitative approach for adopting disaggregated memory in hpc systems,https://dl.acm.org/doi/abs/10.1145/3581784.3607108,2023,15,"""Optane"" ""High+Performance+Computing""",Yes,,,,
H2M: exploiting heterogeneous shared memory architectures,https://www.sciencedirect.com/science/article/pii/S0167739X23002029,2023,6,"""Optane"" ""High+Performance+Computing""",Yes,,,,
Investigating the Overhead of the REST Protocol When Using Cloud Services for HPC Storage,https://link.springer.com/chapter/10.1007/978-3-030-59851-8_10,2020,4,"""Optane"" ""High+Performance+Computing""",Yes,,,,
The need for precise and efficient memory capacity budgeting,https://dl.acm.org/doi/abs/10.1145/3422575.3422791,2020,1,"""Optane"" ""High+Performance+Computing""",Yes,,,,
High-Performance techniques for big data processing,https://www.sciencedirect.com/science/article/pii/B9780128191545000175,2020,7,"""Optane"" ""High+Performance+Computing""",Yes,,,,
Analysis and Optimization of GNN-Based Recommender Systems on Persistent Memory,https://arxiv.org/abs/2207.11918,2022,0,"""Optane"" ""High+Performance+Computing""",Yes,,,,
Zng: Architecting gpu multi-processors with new flash for scalable data analysis,https://ieeexplore.ieee.org/abstract/document/9138932/,2020,29,"""Optane"" ""High+Performance+Computing""",Yes,,,,
Cori: Dancing to the right beat of periodic data movements over hybrid memory systems,https://ieeexplore.ieee.org/abstract/document/9460495/,2021,31,"""Optane"" ""High+Performance+Computing""",Yes,,,,
Studying the Effects of Asynchronous I/O on HPC I/O Patterns,https://ieeexplore.ieee.org/abstract/document/10740888/,2024,0,"""Optane"" ""High+Performance+Computing""",Yes,,,,
Hyperkv: a high performance concurrent key-value store for persistent memory,https://ieeexplore.ieee.org/abstract/document/9644903/,2021,1,"""Optane"" ""High+Performance+Computing""",Yes,,,,
Hemem: Scalable tiered memory management for big data applications and real nvm,https://dl.acm.org/doi/abs/10.1145/3477132.3483550,2021,131,"""Optane"" ""High+Performance+Computing""",Yes,,,,
Memory Sandbox: A Versatile Tool for Analyzing and Optimizing HBM Performance in FPGA,https://ieeexplore.ieee.org/abstract/document/10763624/,2024,1,"""Optane"" ""High+Performance+Computing""",Yes,,,,
Prosper: Program stack persistence in hybrid memory systems,https://ieeexplore.ieee.org/abstract/document/10476455/,2024,1,"""Optane"" ""High+Performance+Computing""",Yes,,,,
Exploring efficient architectures on remote in-memory nvm over rdma,https://dl.acm.org/doi/abs/10.1145/3477004,2021,6,"""Optane"" ""High+Performance+Computing""",Yes,,,,
ecoHMEM: Improving object placement methodology for hybrid memory systems in HPC,https://ieeexplore.ieee.org/abstract/document/9912666/,2022,10,"""Optane"" ""High+Performance+Computing""",Yes,,,,
"Tiered Storage in Modern Key-Value Stores: Performance, Storage-Efficiency, and Cost-Efficiency Considerations",https://ieeexplore.ieee.org/abstract/document/10488241/,2024,3,"""Optane"" ""High+Performance+Computing""",Yes,,,,
Indexing on Non-volatile Memory,https://link.springer.com/content/pdf/10.1007/978-3-031-47627-3.pdf,2023,4,"""Optane"" ""High+Performance+Computing""",Yes,,,,
Mamba: Portable array-based abstractions for heterogeneous high-performance systems,https://ieeexplore.ieee.org/abstract/document/9652860/,2021,6,"""Optane"" ""High+Performance+Computing""",Yes,,,,
An experimental setup to evaluate RAPL energy counters for heterogeneous memory,https://dl.acm.org/doi/abs/10.1145/3629526.3645052,2024,5,"""Optane"" ""High+Performance+Computing""",Yes,,,,
Telescope: Profiling Memory Access Patterns at the Terabyte-scale,https://www.usenix.org/sites/default/files/telescope-login_2.pdf,2024,0,"""Optane"" ""High+Performance+Computing""",Yes,,,,
Capri: Compiler and architecture support for whole-system persistence,https://dl.acm.org/doi/abs/10.1145/3502181.3531474,2022,22,"""Optane"" ""High+Performance+Computing""",Yes,,,,
Evaluating intel 3d-xpoint nvdimm persistent memory in the context of a key-value store,https://ieeexplore.ieee.org/abstract/document/9238605/,2020,6,"""Optane"" ""High+Performance+Computing""",Yes,,,,
SPDK: A development kit to build high performance storage applications,https://ieeexplore.ieee.org/abstract/document/8241103/,2017,234,"""Optane"" ""High+Performance+Computing""",No,,,,
Characterizing deep-learning I/O workloads in TensorFlow,https://ieeexplore.ieee.org/abstract/document/8638422/,2018,71,"""Optane"" ""High+Performance+Computing""",No,,,,
A survey on optimizations towards best-effort hardware transactional memory,https://link.springer.com/article/10.1007/s42514-020-00049-2,2020,2,"""Optane"" ""High+Performance+Computing""",Yes,,,,
A high-performance distributed object-store for exascale numerical weather prediction and climate,https://dl.acm.org/doi/abs/10.1145/3324989.3325726,2019,18,"""Optane"" ""High+Performance+Computing""",Yes,,,,
Optane's dead: Now what?,https://ieeexplore.ieee.org/abstract/document/10058786/,2023,9,"""Optane"" ""High+Performance+Computing""",Yes,,,,
A Novel Cache and Consistency Mechanism for IoT Time Series Data,https://ieeexplore.ieee.org/abstract/document/10466989/,2023,0,"""Optane"" ""High+Performance+Computing""",Yes,,,,
Footprint-aware power capping for hybrid memory based systems,https://link.springer.com/chapter/10.1007/978-3-030-50743-5_18,2020,7,"""Optane"" ""High+Performance+Computing""",Yes,,,,
Evaluating persistent memory range indexes: Part two,https://dl.acm.org/doi/abs/10.14778/3551793.3551808,2022,24,"""Optane"" ""High+Performance+Computing""",Yes,,,,
Initial Experiences with DAOS Object Storage on Aurora,https://ieeexplore.ieee.org/abstract/document/10820604/,2024,0,"""Optane"" ""High+Performance+Computing""",Yes,,,,
D-shield: Enabling processor-side encryption and integrity verification for secure nvme drives,https://ieeexplore.ieee.org/abstract/document/10070924/,2023,8,"""Optane"" ""High+Performance+Computing""",Yes,,,,
A high-performance and scalable NVMe controller featuring hardware acceleration,https://ieeexplore.ieee.org/abstract/document/9453406/,2021,7,"""Optane"" ""High+Performance+Computing""",Yes,,,,
Air cooling server conversion to two phase immersion cooling and thermal performance results,https://ieeexplore.ieee.org/abstract/document/9755898/,2022,5,"""Optane"" ""High+Performance+Computing""",Yes,,,,
Compression-aware and performance-efficient insertion policies for long-lasting hybrid llcs,https://ieeexplore.ieee.org/abstract/document/10070968/,2023,5,"""Optane"" ""High+Performance+Computing""",Yes,,,,
Keynote speech 3: Intel Optane™ technology as differentiator for Internet of everything and fog computing,https://ieeexplore.ieee.org/abstract/document/8364035/,2018,2,"""Optane"" ""High+Performance+Computing""",No,,,,
"Performance characterization of modern storage stacks: Posix i/o, libaio, spdk, and io_uring",https://dl.acm.org/doi/abs/10.1145/3578353.3589545,2023,13,"""Optane"" ""High+Performance+Computing""",Yes,,,,
PerMA-bench: benchmarking persistent memory access,https://dl.acm.org/doi/abs/10.14778/3551793.3551807,2022,26,"""Optane"" ""High+Performance+Computing""",Yes,,,,
{INSIDER}: Designing {In-Storage} computing system for emerging {High-Performance} drive,https://www.usenix.org/conference/atc19/presentation/ruan,2019,141,"""Optane"" ""High+Performance+Computing""",Yes,,,,
"Heart: a Scalable, High-performance ART for Persistent Memory",https://ieeexplore.ieee.org/abstract/document/10360955/,2023,0,"""Optane"" ""High+Performance+Computing""",Yes,,,,
"Dinomo: An elastic, scalable, high-performance key-value store for disaggregated persistent memory",https://par.nsf.gov/biblio/10469317,2023,38,"""Optane"" ""High+Performance+Computing""",Yes,,,,
GreenB+ Tree: an energy-efficient B+ tree for MIMD architectures,https://link.springer.com/article/10.1007/s42514-024-00204-z,2025,0,"""Optane"" ""High+Performance+Computing""",Yes,,,,
Flatstore: An efficient log-structured key-value storage engine for persistent memory,https://dl.acm.org/doi/abs/10.1145/3373376.3378515,2020,195,"""Optane"" ""High+Performance+Computing""",Yes,,,,
Thoth: Bridging the gap between persistently secure memories and memory interfaces of emerging nvms,https://ieeexplore.ieee.org/abstract/document/10070991/,2023,5,"""Optane"" ""High+Performance+Computing""",Yes,,,,
An NVM SSD-based high performance query processing framework for search engines,https://ieeexplore.ieee.org/abstract/document/9738487/,2022,4,"""Optane"" ""High+Performance+Computing""",Yes,,,,
Optimizing large-scale plasma simulations on persistent memory-based heterogeneous memory with effective data placement across memory hierarchy,https://dl.acm.org/doi/abs/10.1145/3447818.3460356,2021,23,"""Optane"" ""High+Performance+Computing""",Yes,,,,
Secpb: Architectures for secure non-volatile memory with battery-backed persist buffers,https://ieeexplore.ieee.org/abstract/document/10071082/,2023,6,"""Optane"" ""High+Performance+Computing""",Yes,,,,
Runtime data management on non-volatile memory-based high performance systems,https://search.proquest.com/openview/685c43b22eec3af3e36099334b89eae6/1?pq-origsite=gscholar&cbl=18750&diss=y,2021,1,"""Optane"" ""High+Performance+Computing""",Yes,,,,
A survey on tiering and caching in high-performance storage systems,https://arxiv.org/abs/1904.11560,1904,28,"""Optane"" ""High+Performance+Computing""",No,,,,
On the Discontinuation of Persistent Memory: Looking Back to Look Forward,https://par.nsf.gov/servlets/purl/10431674,2023,1,"""Optane"" ""High+Performance+Computing""",Yes,,,,
Performance Analysis of Real-Time Big Data Search Platform Based on High-Capacity Persistent Memory,https://koreascience.kr/article/JAKO202325443300107.page,2023,2,"""Optane"" ""High+Performance+Computing""",Yes,,,,
Octopus+: An RDMA-Enabled Distributed Persistent Memory File System,https://dl.acm.org/doi/abs/10.1145/3448418,2021,283,"""Optane"" ""High+Performance+Computing""",Yes,,,,
Non-volatile memory accelerated geometric multi-scale resolution analysis,https://ieeexplore.ieee.org/abstract/document/9622854/,2021,4,"""Optane"" ""High+Performance+Computing""",Yes,,,,
Accelerating I/O performance of ZFS-based Lustre file system in HPC environment,https://link.springer.com/article/10.1007/s11227-022-04966-7,2023,3,"""Optane"" ""High+Performance+Computing""",Yes,,,,
"{SpanDB}: A fast,{Cost-Effective}{LSM-tree} based {KV} store on hybrid storage",https://www.usenix.org/conference/fast21/presentation/chen-hao,2021,116,"""Optane"" ""High+Performance+Computing""",Yes,,,,
CADedup: High-performance consistency-aware deduplication based on persistent memory,https://ieeexplore.ieee.org/abstract/document/9978314/,2022,4,"""Optane"" ""High+Performance+Computing""",Yes,,,,
Persistent memory hash indexes: An experimental evaluation,https://dl.acm.org/doi/abs/10.14778/3446095.3446101,2021,55,"""Optane"" ""High+Performance+Computing""",Yes,,,,
SPHT: A scalable and high‐performance hashing scheme for persistent memory,https://onlinelibrary.wiley.com/doi/abs/10.1002/spe.3083,2022,2,"""Optane"" ""High+Performance+Computing""",Yes,,,,
Ribbon: High performance cache line flushing for persistent memory,https://dl.acm.org/doi/abs/10.1145/3410463.3414625,2020,8,"""Optane"" ""High+Performance+Computing""",Yes,,,,
MTM: Rethinking memory profiling and migration for multi-tiered large memory,https://dl.acm.org/doi/abs/10.1145/3627703.3650075,2024,18,"""Optane"" ""High+Performance+Computing""",Yes,,,,
Dash: Scalable hashing on persistent memory,https://arxiv.org/abs/2003.07302,2003,183,"""Optane"" ""High+Performance+Computing""",No,,,,
Research Journal: Advancements in Computer Architecture for Modern Applications: Challenges and Opportunities,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5072074,,0,"""Optane"" ""High+Performance+Computing""",No,,,,
Silo: Speculative hardware logging for atomic durability in persistent memory,https://ieeexplore.ieee.org/abstract/document/10071034/,2023,5,"""Optane"" ""High+Performance+Computing""",Yes,,,,
{Ultra-Low} latency {SSDs}'impact on overall energy efficiency,https://www.usenix.org/conference/hotstorage20/presentation/harris,2020,30,"""Optane"" ""High+Performance+Computing""",Yes,,,,
Automatic-ssd: Full hardware automation over new memory for high performance and energy efficient pcie storage cards,https://dl.acm.org/doi/abs/10.1145/3400302.3415653,2020,3,"""Optane"" ""High+Performance+Computing""",Yes,,,,
Kub: enabling elastic HPC workloads on containerized environments,https://ieeexplore.ieee.org/abstract/document/10306010/,2023,5,"""Optane"" ""High+Performance+Computing""",Yes,,,,
Reducing relational database performance bottlenecks using 3D XPoint storage technology,https://ieeexplore.ieee.org/abstract/document/8456140/,2018,12,"""Optane"" ""High+Performance+Computing""",No,,,,
Fine-grained policy-driven I/O sharing for burst buffers,https://dl.acm.org/doi/abs/10.1145/3581784.3607041,2023,5,"""Optane"" ""High+Performance+Computing""",Yes,,,,
Higher performance and capacity with OMI near memory,https://ieeexplore.ieee.org/abstract/document/9547037/,2021,6,"""Optane"" ""High+Performance+Computing""",Yes,,,,
AsyncDIMM: Achieving Asynchronous Execution in DIMM-Based Near-Memory Processing,https://ieeexplore.ieee.org/abstract/document/10946818/,2025,0,"""Optane"" ""High+Performance+Computing""",Yes,,,,
StaticHMEM: static object placement methodology for heterogeneous memory systems in HPC,https://upcommons.upc.edu/handle/2117/393961,2023,0,"""Optane"" ""High+Performance+Computing""",Yes,,,,
Extos: Data-centric extensible os,https://dl.acm.org/doi/abs/10.1145/3343737.3343742,2019,13,"""Optane"" ""High+Performance+Computing""",Yes,,,,
Opportunities for partitioning non-volatile memory DIMMs between co-scheduled Jobs on HPC Nodes,https://link.springer.com/chapter/10.1007/978-3-030-48340-1_7,2019,2,"""Optane"" ""High+Performance+Computing""",Yes,,,,
Time-and memory-efficient genome assembly with Raven,https://www.nature.com/articles/s43588-021-00073-4,2021,328,"""Optane"" ""High+Performance+Computing""",Yes,,,,
PEARS: A Performance-Aware Static and Dynamic Framework for Heterogeneous Memory,https://dl.acm.org/doi/abs/10.1145/3488423.3519320,2025,0,"""Optane"" ""High+Performance+Computing""",Yes,,,,
Hardware-supported remote persistence for distributed persistent memory,https://dl.acm.org/doi/abs/10.1145/3458817.3476194,2021,6,"""Optane"" ""High+Performance+Computing""",Yes,,,,
BrokenSleep: Remote Power Timing Attack Exploiting Processor Idle States,https://ieeexplore.ieee.org/abstract/document/10946735/,2025,0,"""Optane"" ""High+Performance+Computing""",Yes,,,,
MINOS: Distributed Consistency and Persistency Protocol Implementation & Offloading to SmartNICs,https://ieeexplore.ieee.org/abstract/document/10476396/,2024,2,"""Optane"" ""High+Performance+Computing""",Yes,,,,
"FENCE: Fast, ExteNsible, and ConsolidatEd framework for intelligent big data processing",https://scholar.archive.org/work/rw75hpc5irdrnjsevft72orcly/access/wayback/https://ieeexplore.ieee.org/ielx7/6287639/6514899/09134769.pdf,2020,3,"""Optane"" ""High+Performance+Computing""",Yes,,,,
Characterizing the Performance of Intel Optane Persistent Memory,https://mavmatrix.uta.edu/utalibraries_acmoapubs/44/,2022,0,"""Optane"" ""High+Performance+Computing""",Yes,,,,
Metall: A persistent memory allocator for data-centric analytics,https://www.sciencedirect.com/science/article/pii/S0167819122000114,2022,14,"""Optane"" ""High+Performance+Computing""",Yes,,,,
DRAGON: breaking GPU memory capacity limits with direct NVM access,https://ieeexplore.ieee.org/abstract/document/8665804/,2018,64,"""Optane"" ""High+Performance+Computing""",No,,,,
BaM: A case for enabling fine-grain high throughput GPU-orchestrated access to storage,https://www.academia.edu/download/114662378/2203.04910v2.pdf,2022,12,"""Optane"" ""High+Performance+Computing""",Yes,,,,
MD-HM: memoization-based molecular dynamics simulations on big memory system,https://dl.acm.org/doi/abs/10.1145/3447818.3460365,2021,26,"""Optane"" ""High+Performance+Computing""",Yes,,,,
Enabling homomorphically encrypted inference for large DNN models,https://ieeexplore.ieee.org/abstract/document/9417740/,2021,36,"""Optane"" ""High+Performance+Computing""",Yes,,,,
GBTL+ Metall–Adding Persistence to GraphBLAS,http://nvmw.ucsd.edu/nvmw2021-program/nvmw2021-data/nvmw2021-paper61-final_version_your_extended_abstract.pdf,,0,"""Optane"" ""High+Performance+Computing""",No,,,,
Autotm: Automatic tensor movement in heterogeneous memory systems using integer linear programming,https://dl.acm.org/doi/abs/10.1145/3373376.3378465,2020,91,"""Optane"" ""High+Performance+Computing""",Yes,,,,
TrieKV: A High-Performance Key-Value Store Design with Memory as Its First-Class Citizen,https://ieeexplore.ieee.org/abstract/document/10704015/,2024,1,"""Optane"" ""High+Performance+Computing""",Yes,,,,
Performance benefits of Intel (R) OptaneTM DC persistent memory for the parallel processing of large neuroimaging data,https://arxiv.org/abs/1912.11794,1912,0,"""Optane"" ""High+Performance+Computing""",No,,,,
APEX: A high-performance learned index on persistent memory,https://arxiv.org/abs/2105.00683,2021,74,"""Optane"" ""High+Performance+Computing""",Yes,,,,
"Fence: fast, extensible, and consolidated framework for intelligent big data processing",https://ieeexplore.ieee.org/abstract/document/9134769/,2020,1,"""Optane"" ""High+Performance+Computing""",Yes,,,,
Dprime+ dabort: A high-precision and timer-free directory-based side-channel attack in non-inclusive cache hierarchies using intel tsx,https://ieeexplore.ieee.org/abstract/document/9773224/,2022,7,"""Optane"" ""High+Performance+Computing""",Yes,,,,
"Enabling dynamic and intelligent workflows for HPC, data analytics, and AI convergence",https://www.sciencedirect.com/science/article/pii/S0167739X22001364,2022,57,"""Optane"" ""High+Performance+Computing""",Yes,,,,
DistTC: High performance distributed triangle counting,https://ieeexplore.ieee.org/abstract/document/8916438/,2019,34,"""Optane"" ""High+Performance+Computing""",Yes,,,,
Finchfs: A High-Performance Ad-Hoc File System Balancing Metadata Scalability and Rename Flexibility,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5165945,,0,"""Optane"" ""High+Performance+Computing""",No,,,,
Replica-aware data recovery performance improvement for Hadoop system with NVM,https://link.springer.com/article/10.1007/s42514-021-00066-9,2021,2,"""Optane"" ""High+Performance+Computing""",Yes,,,,
Multi-Host Sharing of a Single-Function NVMe Device in a PCIe Cluster,https://ieeexplore.ieee.org/abstract/document/10820646/,2024,2,"""Optane"" ""High+Performance+Computing""",Yes,,,,
TLBtree: A read/write-optimized tree index for non-volatile memory,https://ieeexplore.ieee.org/abstract/document/9458817/,2021,20,"""Optane"" ""High+Performance+Computing""",Yes,,,,
Toward Classification of Phase Change Memory and 3D NAND Flash SSDs Using Power-based Side-channel Analysis in the Time-domain,https://dl.acm.org/doi/abs/10.1145/3565053.3565065,2022,2,"""Optane"" ""High+Performance+Computing""",Yes,,,,
Nap: A {Black-Box} approach to {NUMA-Aware} persistent memory indexes,https://www.usenix.org/conference/osdi21/presentation/wang-qing,2021,51,"""Optane"" ""High+Performance+Computing""",Yes,,,,
NVDIMM-C: A byte-addressable non-volatile memory module for compatibility with standard DDR memory interfaces,https://ieeexplore.ieee.org/abstract/document/9065586/,2020,12,"""Optane"" ""High+Performance+Computing""",Yes,,,,
Fast checkpointing of Large Language Models with TensorStore CHFS,https://sc23.supercomputing.org/proceedings/src_poster/poster_files/spostg105s3-file1.pdf,,0,"""Optane"" ""High+Performance+Computing""",No,,,,
Siberian supercomputer center as a service for bioinformatics research,https://conf.icgbio.ru/bgrssb2018/wp-content/uploads/sites/35/2017/01/MM-HPC-BBB-2018.pdf#page=17,2018,0,"""Optane"" ""High+Performance+Computing""",No,,,,
LeapGraph: A Fully External Graph Processing System on High-Speed SSD,https://ieeexplore.ieee.org/abstract/document/10693656/,2024,0,"""Optane"" ""High+Performance+Computing""",Yes,,,,
Reducing CPU power consumption for low-latency SSDs,https://ieeexplore.ieee.org/abstract/document/8537699/,2018,6,"""Optane"" ""High+Performance+Computing""",No,,,,
Prism: Optimizing key-value store for modern heterogeneous storage devices,https://dl.acm.org/doi/abs/10.1145/3575693.3575722,2023,22,"""Optane"" ""High+Performance+Computing""",Yes,,,,
tf-Darshan: Understanding fine-grained I/O performance in machine learning workloads,https://ieeexplore.ieee.org/abstract/document/9229605/,2020,23,"""Optane"" ""High+Performance+Computing""",Yes,,,,
Flash Fast: Unleashing Performance with NVMe Technology,https://puirj.com/index.php/research/article/view/132,2023,2,"""Optane"" ""High+Performance+Computing""",Yes,,,,
Distributed NVRAM cache–optimization and evaluation with power of adjacency matrix,https://link.springer.com/chapter/10.1007/978-3-319-59105-6_2,2017,4,"""Optane"" ""High+Performance+Computing""",No,,,,
The case for non-volatile ram in cloud hpcaas,https://arxiv.org/abs/2208.02240,2022,1,"""Optane"" ""High+Performance+Computing""",Yes,,,,
Recovery of Distributed Iterative Solvers for Linear Systems Using Non-Volatile RAM,https://ieeexplore.ieee.org/abstract/document/10024018/,2022,3,"""Optane"" ""High+Performance+Computing""",Yes,,,,
Virtualize and share non-volatile memories in user space,https://link.springer.com/article/10.1007/s42514-020-00019-8,2020,5,"""Optane"" ""High+Performance+Computing""",Yes,,,,
DeNOVA: Deduplication extended nova file system,https://ieeexplore.ieee.org/abstract/document/9820647/,2022,11,"""Optane"" ""High+Performance+Computing""",Yes,,,,
Design and implementation of a mobile storage leveraging the DRAM interface,https://ieeexplore.ieee.org/abstract/document/7446092/,2016,10,"""Optane"" ""High+Performance+Computing""",No,,,,
PEANUTS: A Persistent Memory-Based Network Unilateral Transfer System for Enhanced MPI-IO Data Transfer,https://link.springer.com/chapter/10.1007/978-3-031-69766-1_30,2024,0,"""Optane"" ""High+Performance+Computing""",Yes,,,,
UnifyFS: A user-level shared file system for unified access to distributed local storage,https://ieeexplore.ieee.org/abstract/document/10177390/,2023,24,"""Optane"" ""High+Performance+Computing""",Yes,,,,
Read-Optimized Persistent Hash Index for Query Acceleration through Fingerprint Filtering and Lock-Free Prefetching,https://ieeexplore.ieee.org/abstract/document/10818062/,2024,0,"""Optane"" ""High+Performance+Computing""",Yes,,,,
Optimizing memory-mapped {I/O} for fast storage devices,https://www.usenix.org/conference/atc20/presentation/papagiannis,2020,63,"""Optane"" ""High+Performance+Computing""",Yes,,,,
A gpu-accelerated compaction strategy for lsm-based key-value store system,https://www.msstconference.org/MSST-history/2024/Papers/msst24-3.3.pdf,2024,3,"""Optane"" ""High+Performance+Computing""",Yes,,,,
A survey of non-volatile main memory file systems,https://link.springer.com/article/10.1007/s11390-023-1054-3,2023,3,"""Optane"" ""High+Performance+Computing""",Yes,,,,
Experience and performance of persistent memory for the DUNE data acquisition system,https://ieeexplore.ieee.org/abstract/document/9443101/,2021,6,"""Optane"" ""High+Performance+Computing""",Yes,,,,
Towards Disaggregated NDP Architectures for Large-scale Graph Analytics,https://ieeexplore.ieee.org/abstract/document/10820616/,2024,0,"""Optane"" ""High+Performance+Computing""",Yes,,,,
A study of memory placement on hardware-assisted tiered memory systems,https://ieeexplore.ieee.org/abstract/document/9165024/,2020,4,"""Optane"" ""High+Performance+Computing""",Yes,,,,
